"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28470","Hotel Booking","chromium","Mon Dec 01 15:08:40 IST 2025","passed","Mon Dec 01 15:09:08 IST 2025","","HotelBooking.spec.ts","",""
